global_position,window_id,dataset_day,day_position,attack_category,is_attack,split,model,segment_id,is_buffer,is_exception,allocation_reason,notes
320,20170703_1914,Monday,320,BENIGN,0,train,lstm,Monday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
321,20170703_1915,Monday,321,BENIGN,0,train,lstm,Monday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
322,20170703_1916,Monday,322,BENIGN,0,train,lstm,Monday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
323,20170703_1917,Monday,323,BENIGN,0,train,lstm,Monday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
324,20170703_1918,Monday,324,BENIGN,0,train,lstm,Monday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
325,20170703_1919,Monday,325,BENIGN,0,train,lstm,Monday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
326,20170703_1920,Monday,326,BENIGN,0,train,lstm,Monday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
327,20170703_1921,Monday,327,BENIGN,0,train,lstm,Monday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
328,20170703_1922,Monday,328,BENIGN,0,train,lstm,Monday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
329,20170703_1923,Monday,329,BENIGN,0,train,lstm,Monday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
330,20170703_1924,Monday,330,BENIGN,0,train,lstm,Monday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
331,20170703_1925,Monday,331,BENIGN,0,train,lstm,Monday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
332,20170703_1926,Monday,332,BENIGN,0,train,lstm,Monday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
333,20170703_1927,Monday,333,BENIGN,0,train,lstm,Monday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
334,20170703_1928,Monday,334,BENIGN,0,train,lstm,Monday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
335,20170703_1929,Monday,335,BENIGN,0,train,lstm,Monday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
336,20170703_1930,Monday,336,BENIGN,0,train,lstm,Monday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
337,20170703_1931,Monday,337,BENIGN,0,train,lstm,Monday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
338,20170703_1932,Monday,338,BENIGN,0,train,lstm,Monday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
339,20170703_1933,Monday,339,BENIGN,0,train,lstm,Monday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
340,20170703_1934,Monday,340,BENIGN,0,train,lstm,Monday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
341,20170703_1935,Monday,341,BENIGN,0,train,lstm,Monday_GAP_001,False,False,Continuous chronological train block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
342,20170703_1936,Monday,342,BENIGN,0,buffer,lstm,Monday_GAP_001,True,False,10-window Train/Val boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
343,20170703_1937,Monday,343,BENIGN,0,buffer,lstm,Monday_GAP_001,True,False,10-window Train/Val boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
344,20170703_1938,Monday,344,BENIGN,0,buffer,lstm,Monday_GAP_001,True,False,10-window Train/Val boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
345,20170703_1939,Monday,345,BENIGN,0,buffer,lstm,Monday_GAP_001,True,False,10-window Train/Val boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
346,20170703_1940,Monday,346,BENIGN,0,buffer,lstm,Monday_GAP_001,True,False,10-window Train/Val boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
347,20170703_1941,Monday,347,BENIGN,0,buffer,lstm,Monday_GAP_001,True,False,10-window Train/Val boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
348,20170703_1942,Monday,348,BENIGN,0,buffer,lstm,Monday_GAP_001,True,False,10-window Train/Val boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
349,20170703_1943,Monday,349,BENIGN,0,buffer,lstm,Monday_GAP_001,True,False,10-window Train/Val boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
350,20170703_1944,Monday,350,BENIGN,0,buffer,lstm,Monday_GAP_001,True,False,10-window Train/Val boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
351,20170703_1945,Monday,351,BENIGN,0,buffer,lstm,Monday_GAP_001,True,False,10-window Train/Val boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
352,20170703_1946,Monday,352,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
353,20170703_1947,Monday,353,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
354,20170703_1948,Monday,354,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
355,20170703_1949,Monday,355,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
356,20170703_1950,Monday,356,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
357,20170703_1951,Monday,357,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
358,20170703_1952,Monday,358,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
359,20170703_1953,Monday,359,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
360,20170703_1954,Monday,360,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
361,20170703_1955,Monday,361,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
362,20170703_1956,Monday,362,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
363,20170703_1957,Monday,363,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
364,20170703_1958,Monday,364,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
365,20170703_1959,Monday,365,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
366,20170703_2000,Monday,366,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
367,20170703_2001,Monday,367,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
368,20170703_2002,Monday,368,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
369,20170703_2003,Monday,369,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
370,20170703_2004,Monday,370,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
371,20170703_2005,Monday,371,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
372,20170703_2006,Monday,372,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
373,20170703_2007,Monday,373,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
374,20170703_2008,Monday,374,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
375,20170703_2009,Monday,375,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
376,20170703_2010,Monday,376,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
377,20170703_2011,Monday,377,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
378,20170703_2012,Monday,378,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
379,20170703_2013,Monday,379,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
380,20170703_2014,Monday,380,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
381,20170703_2015,Monday,381,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
382,20170703_2016,Monday,382,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
383,20170703_2017,Monday,383,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
384,20170703_2018,Monday,384,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
385,20170703_2019,Monday,385,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
386,20170703_2020,Monday,386,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
387,20170703_2021,Monday,387,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
388,20170703_2022,Monday,388,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
389,20170703_2023,Monday,389,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
390,20170703_2024,Monday,390,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
391,20170703_2025,Monday,391,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
392,20170703_2026,Monday,392,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
393,20170703_2027,Monday,393,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
394,20170703_2028,Monday,394,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
395,20170703_2029,Monday,395,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
396,20170703_2030,Monday,396,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
397,20170703_2031,Monday,397,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
398,20170703_2032,Monday,398,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
399,20170703_2033,Monday,399,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
400,20170703_2034,Monday,400,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
401,20170703_2035,Monday,401,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
402,20170703_2036,Monday,402,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
403,20170703_2037,Monday,403,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
404,20170703_2038,Monday,404,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
405,20170703_2039,Monday,405,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
406,20170703_2040,Monday,406,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
407,20170703_2041,Monday,407,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
408,20170703_2042,Monday,408,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
409,20170703_2043,Monday,409,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
410,20170703_2044,Monday,410,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
411,20170703_2045,Monday,411,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
412,20170703_2046,Monday,412,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
413,20170703_2047,Monday,413,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
414,20170703_2048,Monday,414,BENIGN,0,validation,lstm,Monday_GAP_001,False,False,Continuous chronological validation block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
415,20170703_2049,Monday,415,BENIGN,0,buffer,lstm,Monday_GAP_001,True,False,10-window Val/Test boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
416,20170703_2050,Monday,416,BENIGN,0,buffer,lstm,Monday_GAP_001,True,False,10-window Val/Test boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
417,20170703_2051,Monday,417,BENIGN,0,buffer,lstm,Monday_GAP_001,True,False,10-window Val/Test boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
418,20170703_2052,Monday,418,BENIGN,0,buffer,lstm,Monday_GAP_001,True,False,10-window Val/Test boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
419,20170703_2053,Monday,419,BENIGN,0,buffer,lstm,Monday_GAP_001,True,False,10-window Val/Test boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
420,20170703_2054,Monday,420,BENIGN,0,buffer,lstm,Monday_GAP_001,True,False,10-window Val/Test boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
421,20170703_2055,Monday,421,BENIGN,0,buffer,lstm,Monday_GAP_001,True,False,10-window Val/Test boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
422,20170703_2056,Monday,422,BENIGN,0,buffer,lstm,Monday_GAP_001,True,False,10-window Val/Test boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
423,20170703_2057,Monday,423,BENIGN,0,buffer,lstm,Monday_GAP_001,True,False,10-window Val/Test boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
424,20170703_2058,Monday,424,BENIGN,0,buffer,lstm,Monday_GAP_001,True,False,10-window Val/Test boundary exclusion buffer,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
425,20170703_2059,Monday,425,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
426,20170703_2100,Monday,426,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
427,20170703_2101,Monday,427,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
428,20170703_2102,Monday,428,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
429,20170703_2103,Monday,429,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
430,20170703_2104,Monday,430,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
431,20170703_2105,Monday,431,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
432,20170703_2106,Monday,432,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
433,20170703_2107,Monday,433,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
434,20170703_2108,Monday,434,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
435,20170703_2109,Monday,435,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
436,20170703_2110,Monday,436,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
437,20170703_2111,Monday,437,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
438,20170703_2112,Monday,438,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
439,20170703_2113,Monday,439,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
440,20170703_2114,Monday,440,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
441,20170703_2115,Monday,441,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
442,20170703_2116,Monday,442,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
443,20170703_2117,Monday,443,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
444,20170703_2118,Monday,444,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
445,20170703_2119,Monday,445,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
446,20170703_2120,Monday,446,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
447,20170703_2121,Monday,447,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
448,20170703_2122,Monday,448,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
449,20170703_2123,Monday,449,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
450,20170703_2124,Monday,450,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
451,20170703_2125,Monday,451,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
452,20170703_2126,Monday,452,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
453,20170703_2127,Monday,453,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
454,20170703_2128,Monday,454,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
455,20170703_2129,Monday,455,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
456,20170703_2130,Monday,456,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
457,20170703_2131,Monday,457,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
458,20170703_2132,Monday,458,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
459,20170703_2133,Monday,459,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
460,20170703_2134,Monday,460,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
461,20170703_2135,Monday,461,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
462,20170703_2136,Monday,462,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
463,20170703_2137,Monday,463,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
464,20170703_2138,Monday,464,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
465,20170703_2139,Monday,465,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
466,20170703_2140,Monday,466,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
467,20170703_2141,Monday,467,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
468,20170703_2142,Monday,468,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
469,20170703_2143,Monday,469,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
470,20170703_2144,Monday,470,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
471,20170703_2145,Monday,471,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
472,20170703_2146,Monday,472,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
473,20170703_2147,Monday,473,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
474,20170703_2148,Monday,474,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
475,20170703_2149,Monday,475,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
476,20170703_2150,Monday,476,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
477,20170703_2151,Monday,477,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
478,20170703_2152,Monday,478,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
479,20170703_2153,Monday,479,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
480,20170703_2154,Monday,480,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
481,20170703_2155,Monday,481,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
482,20170703_2156,Monday,482,BENIGN,0,test,lstm,Monday_GAP_001,False,False,Continuous chronological test block,Strict Level 1 Segment Atomicity & Sequence Boundary Isolation
